transaction_id,user_id,transaction_type,amount,device_id,location,timestamp,channel,agent_id,sim_swap_flag,balance_before,balance_after,transaction_velocity
T000032,U0390,receive,2666.84,D101,Aba,2024-02-29 05:45:00,USSD,A030,0,77846.61,75179.77,1
T000033,U0657,cash_in,9704.54,D089,Makurdi,2024-04-20 22:45:00,USSD,A223,0,73582.94,63878.4,1
T000034,U0051,cash_out,7339.76,D049,Yaba,2024-05-20 23:24:00,App,A222,0,46552.83,39213.07,1
T000035,U0242,receive,1385.05,D059,Owerri,2024-06-28 17:15:00,USSD,A016,0,34269.08,32884.03,1
T000036,U0294,send,20983.03,D132,Ikeja,2024-06-04 14:48:00,USSD,A285,0,98871.67,77888.64,1
T000037,U0920,cash_in,11676.08,D117,Kano,2024-03-31 16:48:00,USSD,A206,0,88553.76,76877.68,3
T000038,U0563,receive,3761.02,D167,Yaba,2024-06-14 07:22:00,App,A216,0,95141.16,91380.14,1
T000039,U0266,send,3776.71,D135,Aba,2024-04-18 20:10:00,Agent,A100,0,5798.67,2021.96,0
T000040,U0120,cash_out,11576.63,D199,Owerri,2024-02-28 15:58:00,App,A024,0,81707.36,70130.73,1
T000041,U0712,receive,5055.0,D177,Ikeja,2024-03-26 02:17:00,USSD,A263,0,89231.53,84176.53,2
T000042,U0917,cash_out,3846.78,D089,Ajah,2024-04-13 19:43:00,Web,A101,0,48212.36,44365.58,2
T000043,U0248,cash_in,6914.47,D015,Kano,2024-03-31 15:23:00,USSD,A046,0,89202.59,82288.12,1
T000044,U0070,receive,1340.03,D007,Kano,2024-01-02 21:47:00,USSD,A240,0,10986.95,9646.92,3
T000045,U0853,cash_in,10534.16,D175,Ajah,2024-03-27 00:15:00,USSD,A102,0,6986.97,574.1882967979983,0
T000046,U0057,receive,3790.19,D116,Yaba,2024-05-12 02:22:00,USSD,A153,0,29864.31,26074.120000000003,4
T000047,U0382,receive,4625.39,D196,Kano,2024-02-15 15:25:00,USSD,A043,0,3598.01,92.42296655109605,2
T000048,U0039,cash_out,471.25,D098,Owerri,2024-03-31 06:21:00,USSD,A055,0,68714.89,68243.64,0
T000049,U0984,receive,1851.76,D118,Yaba,2024-02-28 18:54:00,USSD,A156,0,92769.96,90918.20000000001,3
T000050,U0801,cash_out,2782.04,D173,Aba,2024-04-25 20:45:00,App,A297,0,30210.62,27428.579999999998,0
T000051,U0443,cash_out,2671.41,D108,Ajah,2024-03-23 21:06:00,USSD,A034,1,66300.88,63629.47,1
T000052,U0018,cash_out,7531.8,D106,Yaba,2024-02-16 19:55:00,App,A238,0,47336.81,39805.009999999995,1
T000053,U0952,cash_in,1658.67,D147,Aba,2024-02-09 12:06:00,App,A180,0,26250.66,24591.989999999998,2
T000054,U0732,receive,1005.13,D047,Portharcout,2024-02-16 09:23:00,USSD,A154,0,91937.69,90932.56,1
T000055,U0825,send,4368.76,D053,Ikeja,2024-01-22 21:51:00,Agent,A205,0,95833.34,91464.58,1
T000056,U0756,cash_in,4772.75,D155,Kano,2024-03-21 16:56:00,USSD,A268,0,14340.72,9567.97,1
T000057,U0352,send,648.17,D133,Ajah,2024-01-08 21:54:00,USSD,A022,0,76930.23,76282.06,1
T000058,U0972,send,12.36,D060,Ikeja,2024-02-17 23:32:00,USSD,A006,0,19692.87,19680.51,0
T000059,U0816,send,12483.83,D077,Portharcout,2024-01-03 16:50:00,App,A036,0,49334.11,36850.28,1
T000060,U0298,cash_out,414.94,D062,Ikeja,2024-01-29 21:26:00,App,A126,0,36737.41,36322.47,3
T000061,U0283,cash_out,11407.39,D059,Ikeja,2024-06-06 21:08:00,App,A229,0,25154.87,13747.48,2
T000062,U0586,receive,2547.59,D189,Owerri,2024-06-27 08:40:00,USSD,A187,0,67905.08,65357.490000000005,2
T000063,U0110,receive,5292.96,D056,Yaba,2024-05-26 14:30:00,USSD,A059,0,85684.22,80391.26,2
T000064,U0180,receive,1026.61,D078,Portharcout,2024-03-01 15:13:00,App,A068,0,78335.82,77309.21,1
T000065,U0938,receive,8684.0,D047,Kano,2024-04-08 09:39:00,Agent,A120,0,72506.09,63822.09,0
T000066,U0544,receive,993.43,D176,Ajah,2024-01-07 02:32:00,App,A245,0,7559.46,6566.03,0
T000067,U0746,receive,2442.95,D138,Makurdi,2024-06-15 14:51:00,USSD,A068,0,10645.26,8202.310000000001,1
T000068,U0794,receive,1359.21,D160,Owerri,2024-06-15 09:49:00,USSD,A154,0,47018.13,45658.92,2
T000069,U0025,receive,9085.57,D193,Makurdi,2024-05-22 09:21:00,USSD,A297,0,56020.54,46934.97,0
T000070,U0843,receive,9771.48,D024,Kano,2024-04-30 21:13:00,App,A203,0,72615.24,62843.76000000001,0
T000071,U0791,receive,2326.31,D029,Owerri,2024-05-24 04:24:00,USSD,A133,0,36229.72,33903.41,0
T000072,U0738,cash_out,1836.36,D135,Kano,2024-04-17 14:49:00,USSD,A116,0,3269.69,1433.3300000000002,1
T000073,U0057,send,7426.5,D095,Kano,2024-02-17 07:48:00,App,A093,0,4574.04,285.5610356222975,1
T000074,U0180,send,10539.7,D145,Aba,2024-06-24 13:21:00,USSD,A102,0,85628.23,75088.53,0
T000075,U0232,receive,4891.1,D094,Portharcout,2024-03-27 06:43:00,App,A275,0,13726.71,8835.609999999999,2
T000076,U0894,send,13114.2,D025,Aba,2024-06-23 23:55:00,App,A118,0,93752.49,80638.29000000001,1
T000077,U0343,receive,2414.79,D036,Aba,2024-03-24 10:54:00,USSD,A065,0,33930.17,31515.379999999997,2
T000078,U0477,send,823.7,D189,Aba,2024-04-17 07:55:00,Agent,A069,0,58781.65,57957.950000000004,3
T000079,U0799,receive,990.08,D071,Kano,2024-03-27 08:38:00,App,A215,0,17693.2,16703.12,1
T000080,U0576,send,5540.77,D163,Kano,2024-02-03 17:15:00,USSD,A147,0,45949.71,40408.94,0
T000081,U0455,cash_in,2617.25,D120,Makurdi,2024-06-27 03:08:00,Agent,A066,0,87705.12,85087.87,0
T000082,U0232,receive,849.88,D050,Ajah,2024-01-12 21:59:00,App,A176,0,98429.14,97579.26,1
T000083,U0289,send,1728.16,D184,Makurdi,2024-03-17 17:50:00,App,A066,0,76887.74,75159.58,1
T000084,U0213,cash_in,3781.55,D128,Makurdi,2024-03-14 23:30:00,App,A201,0,76697.14,72915.59,0
T000085,U0258,send,647.39,D193,Ajah,2024-02-25 14:37:00,USSD,A018,0,88645.94,87998.55,1
T000086,U0530,cash_in,17.24,D041,Ajah,2024-01-25 22:40:00,USSD,A295,0,25244.43,25227.19,3
T000087,U0687,cash_out,12462.56,D025,Makurdi,2024-06-03 22:59:00,App,A127,0,73890.4,61427.84,2
T000088,U0929,send,1818.22,D162,Makurdi,2024-05-17 15:13:00,USSD,A201,0,56275.31,54457.09,2
T000089,U0229,cash_out,1251.92,D136,Makurdi,2024-05-19 06:31:00,Agent,A051,0,26906.55,25654.629999999997,1
T000090,U0226,cash_in,5994.61,D056,Owerri,2024-06-02 03:47:00,USSD,A127,0,6491.8,497.1900000000005,2
T000091,U0596,cash_out,9600.33,D084,Ajah,2024-01-14 12:17:00,App,A151,0,20881.22,11280.890000000001,2
T000092,U0803,receive,5002.15,D158,Ajah,2024-05-17 05:49:00,USSD,A161,0,65368.82,60366.67,3
T000093,U0435,send,1468.39,D068,Aba,2024-05-24 15:01:00,App,A188,0,57414.9,55946.51,0
T000094,U0882,cash_out,9889.36,D021,Owerri,2024-06-15 19:01:00,App,A230,0,7857.82,938.1653840059433,1
T000095,U0758,send,3571.11,D091,Kano,2024-02-24 19:53:00,App,A098,0,56668.87,53097.76,1
T000096,U0402,send,2399.79,D010,Ajah,2024-02-06 19:15:00,USSD,A181,0,39674.28,37274.49,2
T000097,U0622,send,4640.88,D087,Owerri,2024-04-29 07:49:00,USSD,A205,0,2478.24,627.6426403210161,2
T000098,U0766,send,6030.08,D033,Yaba,2024-01-07 17:32:00,Agent,A082,0,91039.72,85009.64,0
T000099,U0088,receive,4504.92,D105,Portharcout,2024-05-02 19:10:00,Agent,A033,0,26579.24,22074.32,1
T000100,U0584,cash_in,12644.01,D083,Ajah,2024-05-21 07:21:00,USSD,A238,0,55786.15,43142.14,1
T000101,U0893,cash_out,4944.55,D004,Owerri,2024-05-20 11:23:00,USSD,A081,0,59325.28,54380.729999999996,2
T000102,U0542,send,10542.53,D023,Ajah,2024-05-16 15:29:00,USSD,A002,0,50382.09,39839.56,2
T000103,U0684,cash_out,4421.04,D197,Owerri,2024-01-26 17:45:00,Agent,A090,0,24718.62,20297.579999999998,4
T000104,U0309,cash_out,2000.0,D053,Kano,2024-06-03 23:25:00,USSD,A126,0,41329.29,39329.29,0
T000105,U0906,send,3799.61,D113,Owerri,2024-03-09 22:59:00,USSD,A021,0,29742.77,25943.16,2
T000106,U0343,receive,451.47,D133,Makurdi,2024-04-23 15:58:00,USSD,A005,0,43922.08,43470.61,1
T000107,U0436,cash_in,1307.96,D018,Owerri,2024-06-28 18:23:00,App,A284,0,9183.39,7875.429999999999,1
T000108,U0177,receive,7267.12,D017,Owerri,2024-01-09 00:14:00,Agent,A197,0,17428.86,10161.740000000002,0
T000109,U0139,cash_in,5415.8,D186,Aba,2024-06-05 18:15:00,USSD,A254,0,14614.16,9198.36,1
T000110,U0194,cash_in,910.72,D195,Ikeja,2024-01-29 01:17:00,USSD,A250,0,59905.17,58994.45,1
T000111,U0186,receive,2881.4,D107,Makurdi,2024-06-27 23:50:00,App,A083,0,65933.67,63052.27,1
T000112,U0218,send,765.71,D113,Makurdi,2024-03-04 11:07:00,USSD,A236,0,91481.65,90715.93999999999,1
T000113,U0164,receive,9683.39,D122,Kano,2024-01-01 16:56:00,USSD,A168,0,26954.05,17270.66,1
T000114,U0161,send,578.01,D200,Aba,2024-06-02 09:01:00,Agent,A006,0,39955.39,39377.38,2
T000115,U0943,receive,5309.98,D184,Yaba,2024-02-08 14:31:00,Agent,A142,0,62620.66,57310.68000000001,0
T000116,U0525,cash_in,4669.73,D168,Portharcout,2024-06-02 09:24:00,Web,A125,0,97203.83,92534.1,2
T000117,U0808,receive,3200.65,D087,Portharcout,2024-01-17 03:27:00,USSD,A167,0,39760.19,36559.54,1
T000118,U0601,cash_out,1630.28,D002,Owerri,2024-01-17 21:00:00,USSD,A169,0,29671.97,28041.690000000002,3
T000119,U0836,receive,2587.21,D121,Ikeja,2024-05-22 10:57:00,App,A024,0,39391.67,36804.46,1
T000120,U0042,cash_in,8209.58,D103,Portharcout,2024-02-27 11:58:00,USSD,A171,0,31620.61,23411.03,1
T000121,U0915,receive,7168.0,D149,Aba,2024-01-07 10:28:00,USSD,A109,0,9423.82,2255.8199999999997,0
T000122,U0210,cash_out,6712.52,D180,Makurdi,2024-03-01 06:47:00,USSD,A210,0,35252.49,28539.969999999998,0
T000123,U0741,cash_in,6927.94,D152,Aba,2024-01-09 11:05:00,Web,A095,0,58947.16,52019.22,2
T000124,U0862,send,776.76,D053,Kano,2024-05-15 06:16:00,App,A202,0,19096.49,18319.730000000003,1
T000125,U0275,cash_out,521.79,D166,Aba,2024-05-31 06:51:00,USSD,A285,0,83532.6,83010.81000000001,0
T000126,U0954,receive,9884.38,D148,Ajah,2024-04-28 04:11:00,USSD,A002,0,73800.73,63916.35,1
T000127,U0279,send,9075.38,D050,Aba,2024-04-06 23:23:00,Agent,A286,0,56299.97,47224.590000000004,0
T000128,U0251,receive,5717.81,D167,Ikeja,2024-06-25 16:44:00,Agent,A231,0,74011.94,68294.13,0
T000129,U0310,cash_out,4655.83,D060,Aba,2024-06-13 07:04:00,App,A254,0,32349.92,27694.089999999997,1
T000130,U0720,receive,2285.41,D114,Yaba,2024-01-27 10:04:00,USSD,A111,0,20813.34,18527.93,0
T000131,U0833,receive,1268.55,D108,Owerri,2024-02-05 13:34:00,USSD,A074,0,84385.1,83116.55,0
T000132,U0140,cash_in,5507.93,D039,Portharcout,2024-05-13 13:00:00,App,A076,0,82060.57,76552.64000000001,2
T000133,U0792,cash_in,12211.23,D071,Ajah,2024-03-20 16:32:00,Agent,A212,0,73859.43,61648.2,0
T000134,U0546,receive,2872.35,D128,Ikeja,2024-02-04 00:24:00,USSD,A118,0,26374.54,23502.190000000002,1
T000135,U0821,send,1806.37,D033,Ikeja,2024-01-29 07:34:00,App,A233,0,35022.12,33215.75,3
T000136,U0904,send,1578.64,D157,Makurdi,2024-01-02 18:48:00,USSD,A187,0,38676.92,37098.28,0
T000137,U0530,cash_in,119.95,D074,Kano,2024-03-24 10:31:00,USSD,A275,0,19239.43,19119.48,1
T000138,U0057,cash_in,3673.15,D010,Portharcout,2024-05-14 11:44:00,USSD,A151,0,76243.75,72570.6,1
T000139,U0112,send,22213.57,D195,Kano,2024-05-17 22:35:00,Agent,A211,0,19284.95,658.1231658171347,0
T000140,U0005,receive,8443.43,D131,Ajah,2024-04-02 21:27:00,USSD,A289,0,22953.32,14509.89,0
T000141,U0410,send,11388.23,D109,Ikeja,2024-03-27 08:55:00,USSD,A207,0,5769.22,211.14540572835227,2
T000142,U0414,cash_in,4853.26,D159,Makurdi,2024-05-04 11:42:00,USSD,A090,0,66671.58,61818.32,3
T000143,U0182,send,3283.56,D027,Yaba,2024-04-04 16:10:00,Agent,A146,0,92970.86,89687.3,0
T000144,U0013,send,23259.74,D198,Aba,2024-05-31 19:30:00,App,A065,0,48892.68,25632.94,1
T000145,U0339,send,2963.45,D027,Aba,2024-01-28 10:24:00,USSD,A086,0,89881.83,86918.38,1
T000146,U0797,receive,12434.38,D111,Aba,2024-04-24 01:11:00,USSD,A292,0,84259.0,71824.62,0
T000147,U0259,receive,7174.16,D009,Kano,2024-01-10 17:06:00,App,A161,0,79675.46,72501.3,2
T000148,U0090,send,2009.69,D006,Ikeja,2024-02-12 22:58:00,USSD,A231,0,17596.39,15586.699999999999,0
T000149,U0616,cash_out,3496.45,D134,Owerri,2024-03-30 19:12:00,USSD,A142,0,38354.63,34858.18,1
T000150,U0891,send,2425.21,D026,Ikeja,2024-01-09 19:06:00,App,A239,0,66720.07,64294.86000000001,1
T000151,U0698,receive,732.2,D043,Yaba,2024-01-27 20:20:00,USSD,A293,0,35091.29,34359.090000000004,3
T000152,U0250,cash_out,2206.24,D019,Kano,2024-04-03 11:53:00,Web,A237,0,71378.22,69171.98,1
T000153,U0255,receive,10989.9,D016,Yaba,2024-01-19 15:34:00,USSD,A133,0,29441.79,18451.89,1
T000154,U0588,receive,6984.47,D105,Ikeja,2024-02-14 19:05:00,USSD,A189,0,39868.94,32884.47,2
T000155,U0898,send,1625.75,D023,Aba,2024-03-13 13:28:00,USSD,A214,0,73419.62,71793.87,1
T000156,U0971,cash_in,2293.64,D157,Portharcout,2024-05-07 07:23:00,App,A143,0,12670.54,10376.900000000001,0
T000157,U0108,receive,4791.22,D166,Owerri,2024-01-16 17:42:00,USSD,A293,0,78891.33,74100.11,2
T000158,U0668,cash_in,2690.47,D059,Kano,2024-01-06 19:52:00,App,A283,0,71544.7,68854.23,4
T000159,U0594,send,3496.27,D048,Kano,2024-01-22 04:55:00,USSD,A112,0,45513.22,42016.950000000004,1
T000160,U0589,receive,5989.43,D148,Kano,2024-05-25 14:35:00,USSD,A257,0,44315.01,38325.58,0
T000161,U0485,cash_in,3148.52,D021,Makurdi,2024-03-19 20:49:00,Agent,A200,0,90759.77,87611.25,3
T000162,U0982,cash_out,1059.6,D156,Owerri,2024-02-06 06:56:00,Agent,A225,0,71910.99,70851.39,2
T000163,U0972,send,3675.83,D178,Makurdi,2024-03-02 21:35:00,App,A285,0,62396.4,58720.57,1
T000164,U0258,cash_in,2201.2,D033,Aba,2024-03-29 12:38:00,Agent,A159,0,86553.64,84352.44,2
T000165,U0639,send,1717.62,D114,Makurdi,2024-01-25 11:02:00,USSD,A294,0,33829.66,32112.040000000005,1
T000166,U0997,receive,1988.29,D040,Kano,2024-02-23 17:33:00,USSD,A008,0,29383.26,27394.969999999998,1
T000167,U0903,send,2890.19,D182,Makurdi,2024-05-26 06:47:00,USSD,A095,0,21771.21,18881.02,3
T000168,U0282,receive,10884.75,D010,Owerri,2024-03-26 21:24:00,Web,A165,0,52502.99,41618.24,1
T000169,U0986,receive,6622.37,D162,Makurdi,2024-06-06 22:26:00,App,A207,0,98821.52,92199.15000000001,0
T000170,U0088,send,5511.32,D073,Ajah,2024-05-29 19:23:00,USSD,A182,0,92917.34,87406.01999999999,2
T000171,U0204,send,3186.29,D036,Kano,2024-05-15 00:07:00,USSD,A096,0,46075.17,42888.88,4
T000172,U0016,send,9.16,D075,Makurdi,2024-01-08 14:45:00,USSD,A282,0,12022.57,12013.41,1
T000173,U0151,cash_out,2081.75,D135,Owerri,2024-01-18 00:58:00,USSD,A113,0,87584.54,85502.79,3
T000174,U0936,cash_out,8388.37,D115,Aba,2024-03-16 01:06:00,USSD,A267,1,92337.75,83949.38,1
T000175,U0254,cash_in,2456.51,D016,Makurdi,2024-05-20 01:04:00,USSD,A023,0,17965.27,15508.76,1
T000176,U0188,send,4148.49,D179,Makurdi,2024-06-08 02:10:00,USSD,A289,0,88462.35,84313.86,3
T000177,U0329,receive,1145.43,D189,Portharcout,2024-03-19 15:32:00,USSD,A113,0,45181.79,44036.36,1
T000178,U0544,cash_in,12376.23,D159,Kano,2024-04-06 15:42:00,App,A132,0,2154.72,958.2343159556423,1
T000179,U0783,cash_out,12830.83,D160,Makurdi,2024-05-26 02:21:00,App,A012,0,94369.42,81538.59,2
T000180,U0997,receive,789.53,D045,Ajah,2024-04-19 22:58:00,USSD,A234,0,5237.5,4447.97,1
T000181,U0397,cash_in,6439.65,D027,Ajah,2024-05-07 19:44:00,App,A239,0,4426.21,206.51075137974817,0
T000182,U0517,cash_out,391.1,D022,Portharcout,2024-05-28 15:00:00,USSD,A103,0,96384.33,95993.23,1
T000183,U0459,cash_out,4563.33,D143,Owerri,2024-06-24 19:05:00,USSD,A170,0,22244.07,17680.739999999998,2
T000184,U0330,send,984.05,D008,Owerri,2024-03-09 14:46:00,Agent,A185,0,56007.4,55023.35,2
T000185,U0820,send,787.4,D196,Makurdi,2024-04-05 19:42:00,USSD,A066,0,94327.27,93539.87000000001,0
T000186,U0845,receive,20.64,D116,Kano,2024-03-18 01:49:00,USSD,A135,0,94060.93,94040.29,2
T000187,U0169,receive,14139.0,D136,Owerri,2024-03-04 04:22:00,Agent,A125,0,18237.44,4098.439999999999,2
T000188,U0693,send,8837.85,D087,Ikeja,2024-03-25 11:06:00,USSD,A057,0,51841.03,43003.18,2
T000189,U0366,send,403.21,D117,Owerri,2024-03-23 18:16:00,USSD,A278,0,1688.39,1285.18,1
T000190,U0178,cash_in,4573.65,D016,Ikeja,2024-04-01 03:58:00,Agent,A182,0,9947.92,5374.27,0
T000191,U0655,receive,1325.68,D176,Yaba,2024-05-31 11:26:00,USSD,A148,0,94866.71,93541.03000000001,0
T000192,U0362,send,1532.73,D162,Ajah,2024-06-01 01:29:00,App,A261,0,42100.93,40568.2,1
T000193,U0760,receive,10364.13,D113,Ikeja,2024-03-26 00:09:00,USSD,A014,0,15868.82,5504.6900000000005,1
T000194,U0639,receive,607.03,D057,Yaba,2024-01-17 06:19:00,USSD,A114,0,63509.07,62902.04,0
T000195,U0775,cash_in,4600.12,D133,Ikeja,2024-05-06 04:28:00,App,A027,0,18159.67,13559.55,0
T000196,U0040,send,2564.6,D044,Kano,2024-06-25 02:58:00,USSD,A260,0,98034.06,95469.45999999999,0
T000197,U0924,cash_in,1058.55,D071,Makurdi,2024-06-19 08:30:00,App,A219,0,67414.07,66355.52,1
T000198,U0416,receive,3006.65,D037,Ajah,2024-02-04 17:35:00,Agent,A220,0,37499.09,34492.439999999995,2
T000199,U0355,send,14107.99,D124,Ikeja,2024-06-21 14:30:00,USSD,A170,0,38733.9,24625.910000000003,0
T000200,U0255,cash_in,7607.37,D028,Kano,2024-03-25 18:56:00,Agent,A080,0,91776.45,84169.08,0
T000201,U0143,receive,708.46,D068,Yaba,2024-03-15 08:19:00,USSD,A275,0,89607.53,88899.06999999999,0
T000202,U0752,send,9466.63,D113,Kano,2024-05-08 17:00:00,USSD,A116,0,95048.19,85581.56,3
T000203,U0740,receive,13858.19,D166,Yaba,2024-03-17 20:47:00,Web,A094,0,45911.13,32052.939999999995,1
T000204,U0853,send,1621.48,D046,Ikeja,2024-03-02 01:39:00,USSD,A069,0,85224.21,83602.73000000001,1
T000205,U0710,send,2027.97,D100,Makurdi,2024-04-13 14:53:00,USSD,A287,0,48998.68,46970.71,1
T000206,U0577,cash_in,675.15,D026,Aba,2024-05-26 19:48:00,App,A171,0,63663.97,62988.82,1
T000207,U0900,send,2115.14,D075,Makurdi,2024-03-14 12:38:00,USSD,A095,0,51233.37,49118.23,2
T000208,U0011,cash_out,5591.13,D181,Kano,2024-05-20 23:02:00,USSD,A149,0,61214.24,55623.11,1
T000209,U0620,receive,1588.34,D191,Owerri,2024-05-09 22:36:00,App,A223,0,51437.64,49849.3,2
T000210,U0026,send,34.24,D112,Aba,2024-05-17 16:46:00,Agent,A193,0,16329.35,16295.11,1
T000211,U0957,send,2066.56,D063,Ajah,2024-06-21 22:02:00,USSD,A233,0,11730.17,9663.61,1
T000212,U0421,receive,3018.12,D112,Aba,2024-06-22 21:16:00,USSD,A205,0,94168.4,91150.28,2
T000213,U0663,receive,4177.66,D166,Owerri,2024-04-24 12:19:00,USSD,A162,0,51463.65,47285.990000000005,1
T000214,U0221,send,5757.3,D143,Makurdi,2024-05-09 18:52:00,USSD,A036,0,94243.49,88486.19,1
T000215,U0853,send,318.88,D099,Ajah,2024-02-13 11:43:00,Agent,A230,0,68895.84,68576.95999999999,0
T000216,U0496,cash_in,3172.05,D009,Owerri,2024-05-27 18:46:00,Agent,A041,0,9808.35,6636.3,2
T000217,U0237,send,1548.7,D075,Portharcout,2024-02-22 09:30:00,App,A162,0,20954.67,19405.969999999998,0
T000218,U0237,cash_out,14779.63,D022,Ikeja,2024-03-05 21:06:00,App,A153,0,77006.21,62226.58000000001,0
T000219,U0219,receive,2230.64,D198,Owerri,2024-03-22 20:05:00,Agent,A076,0,18604.1,16373.46,2
T000220,U0487,receive,527.49,D184,Ikeja,2024-04-16 12:11:00,USSD,A251,0,1764.61,1237.12,1
T000221,U0936,send,211.88,D037,Kano,2024-01-31 06:25:00,USSD,A278,0,12064.97,11853.09,3
T000222,U0461,send,1542.19,D057,Owerri,2024-03-16 20:25:00,USSD,A188,0,48197.38,46655.189999999995,3
T000223,U0663,cash_in,985.42,D188,Aba,2024-02-14 11:24:00,Agent,A278,0,17162.96,16177.539999999999,2
T000224,U0635,send,5246.25,D114,Owerri,2024-04-30 13:49:00,USSD,A189,0,5456.51,210.26000000000022,1
T000225,U0144,send,9385.49,D140,Ajah,2024-05-05 02:32:00,App,A126,0,74615.7,65230.21,2
T000226,U0990,receive,1873.89,D135,Ajah,2024-03-17 01:56:00,USSD,A240,0,97239.22,95365.33,2
T000227,U0189,send,4311.28,D194,Aba,2024-01-02 20:53:00,App,A194,0,97869.81,93558.53,0
T000228,U0255,receive,6552.32,D103,Makurdi,2024-06-05 23:55:00,Agent,A200,0,90098.39,83546.07,4
T000229,U0068,cash_in,2541.54,D041,Portharcout,2024-03-07 03:39:00,USSD,A225,0,2899.33,357.78999999999996,0
T000230,U0616,receive,343.14,D152,Owerri,2024-06-17 23:07:00,App,A069,0,24770.71,24427.57,2
T000231,U0336,cash_out,1301.53,D153,Ikeja,2024-05-19 01:15:00,USSD,A192,0,14631.64,13330.109999999999,1
T000232,U0671,cash_in,10730.72,D190,Makurdi,2024-01-19 00:19:00,App,A010,0,64380.81,53650.09,0
T000233,U0821,send,8700.02,D105,Ikeja,2024-05-04 23:57:00,USSD,A267,0,85108.38,76408.36,4
T000234,U0874,receive,452.54,D106,Ajah,2024-04-30 20:13:00,USSD,A246,0,57618.3,57165.76,1
T000235,U0409,receive,1267.68,D044,Kano,2024-04-16 04:26:00,USSD,A261,1,35320.58,34052.9,3
